library_id,title,cycle,sub_process_id,sub_process,risk_factor,risk_name,risk_description,risk_category,risk_attr_financial,risk_attr_operations,risk_attr_compliance,romm_classification,significant_account,assertions,control_objective,control_activity,frequency,responsible_unit,iuc_or_system,related_system,related_policy,related_law,related_document,related_document_pbc_ids,company_status,design_gap_note,effectiveness,residual_risk,improvement,nature,approach,type,inputs,review_steps,outputs,investigation_threshold,dependent_controls,detailed_description,summary_description,control_id,tags,updated_at
PL-CO106-26,所有出貨均應正確完整紀錄於適當之會計期間。,生產循環,CO-106,倉儲管理作業,會計,會計,不實的財務資訊,報導面,[財務報導] 不實的財務資訊,,,,銷貨成本,,所有出貨均應正確完整紀錄於適當之會計期間。,訂單輸入、出貨及發票開立的過程應由整合之應用系統執行。出貨及開立發票後可自動更新會計總帳。,持續,Refer o 銷售及收款循環 CS-108-1,Refer o 銷售及收款循環 CS-108-1,Refer o 銷售及收款循環 CS-108-1,Refer o 銷售及收款循環 CS-108-1,Refer o 銷售及收款循環 CS-108-1,Refer o 銷售及收款循環 CS-108-1,,,,,,,自動,預防性 (Preventive),,,,Refer o 銷售及收款循環 CS-108-1,,,就公司現行生產循環作業，為因應「會計」風險——不實的財務資訊（風險三大屬性—財務報導：[財務報導] 不實的財務資訊；營運：（未填）；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：銷貨成本／（聲明未填）），設計控制目標為「所有出貨均應正確完整紀錄於適當之會計期間。」。由Refer o 銷售及收款循環 CS-108-1以自動方式、採預防性控制取向、屬（類型未填）類型，依持續執行下列控制活動：訂單輸入、出貨及發票開立的過程應由整合之應用系統執行。出貨及開立發票後可自動更新會計總帳。。控制執行時使用之 IUC／制度為「Refer o 銷售及收款循環 CS-108-1」。投入（Inputs）：Refer o 銷售及收款循環 CS-108-1。覆核／執行步驟（Specific activities）：訂單輸入、出貨及發票開立的過程應由整合之應用系統執行。出貨及開立發票後可自動更新會計總帳。。產出（Outputs）：Refer o 銷售及收款循環 CS-108-1。,[生產循環｜會計] 所有出貨均應正確完整紀錄於適當之會計期間。：訂單輸入、出貨及發票開立的過程應由整合之應用系統執行。出貨及開立發票後可自動更新會計總帳。（頻率：持續；負責：Refer o 銷售及收款循環 CS-108-1；IUC：Refer o 銷售及收款循環 CS-108-1）,CO106-26,RCM;生產循環;累積範本;去識別範本,2026-08-26 16:28:13
PL-CO106-27,存貨成本或數量調整應經權責主管核准，且需即時及正確的記錄於適當之會計期間。,生產循環,CO-106,倉儲管理作業,會計,會計,不實的財務資訊,報導面,[財務報導] 不實的財務資訊,,,,"製成品,半成品,在製品,原料,原料退出,原料折讓,物料-耗材,物料-耗材退出,物料-包材,物料-包材折讓,物料-備品,在途原料,銷貨成本",,存貨成本或數量調整應經權責主管核准，且需即時及正確的記錄於適當之會計期間。,存貨應定期由非負責存貨保管作業之獨立第三人盤點。盤點數應核對至明細帳及會計總帳。若有差異，應立即查詢差異原因，並將處理結果留下完整紀錄，經權責主管核准後，始得進行後續盤盈虧之帳務調整。,每半年／每週,"1. 倉管單位
2. 財務單位
3. 物管單位
4. 製造生產單位",ERP系統,ERP系統,倉儲管理程序,"1. 商業會計法
2. 商業會計處理準則","1. 盤點計畫書
2. 盤點清冊
3. 盤點差異報告
4. 現場倉庫存表
5. 現場倉帳差",,,,,,,人工,偵測性 (Detective),,,,"1. 盤點計畫書
2. 盤點清冊
3. 盤點差異報告
4. 現場倉庫存表
5. 現場倉帳差",,,"就公司現行生產循環作業，為因應「會計」風險——不實的財務資訊（風險三大屬性—財務報導：[財務報導] 不實的財務資訊；營運：（未填）；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：製成品,半成品,在製品,原料,原料退出,原料折讓,物料-耗材,物料-耗材退出,物料-包材,物料-包材折讓,物料-備品,在途原料,銷貨成本／（聲明未填）），設計控制目標為「存貨成本或數量調整應經權責主管核准，且需即時及正確的記錄於適當之會計期間。」。由1. 倉管單位
2. 財務單位
3. 物管單位
4. 製造生產單位以人工方式、採偵測性控制取向、屬（類型未填）類型，依每半年/每週執行下列控制活動：存貨應定期由非負責存貨保管作業之獨立第三人盤點。盤點數應核對至明細帳及會計總帳。若有差異，應立即查詢差異原因，並將處理結果留下完整紀錄，經權責主管核准後，始得進行後續盤盈虧之帳務調整。。控制執行時使用之 IUC／制度為「ERP系統」。投入（Inputs）：ERP系統。覆核／執行步驟（Specific activities）：存貨應定期由非負責存貨保管作業之獨立第三人盤點。盤點數應核對至明細帳及會計總帳。若有差異，應立即查詢差異原因，並將處理結果留下完整紀錄，經權責主管核准後，始得進行後續盤盈虧之帳務調整。。產出（Outputs）：1. 盤點計畫書
2. 盤點清冊
3. 盤點差異報告
4. 現場倉庫存表
5. 現場倉帳差。","[生產循環｜會計] 存貨成本或數量調整應經權責主管核准，且需即時及正確的記錄於適當之會計期間。：存貨應定期由非負責存貨保管作業之獨立第三人盤點。盤點數應核對至明細帳及會計總帳。若有差異，應立即查詢差異原因，並將處理結果留下完整紀錄，經權責主管核准後，始得進行後續盤盈虧之帳務調整。（頻率：每半年/每週；負責：1. 倉管單位
2. 財務單位
3. 物管單位
4. 製造生產單位；IUC：ERP系統）",CO106-27,RCM;生產循環;累積範本;去識別範本,2026-08-26 16:28:13
PL-CO106-28,存貨成本或數量調整應經權責主管核准，且需即時及正確的記錄於適當之會計期間。,生產循環,CO-106,倉儲管理作業,流程管理,流程管理,無法追踪資產及相關資訊,營運面,,[營運] 無法追踪資產及相關資訊,,,,,存貨成本或數量調整應經權責主管核准，且需即時及正確的記錄於適當之會計期間。,庫存差異數量調整應經權責主管核准，且調整數量應與原始核准文件相符，以確認數量之調整與實際庫存狀態達成一致。,每月,倉管單位,ERP系統,ERP系統,倉儲管理程序,,倉管單位自行月盤點資料,,,,,,,人工,預防性 (Preventive),,,,倉管單位自行月盤點資料,,,就公司現行生產循環作業，為因應「流程管理」風險——無法追踪資產及相關資訊（風險三大屬性—財務報導：（未填）；營運：[營運] 無法追踪資產及相關資訊；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：（重大科目未填）／（聲明未填）），設計控制目標為「存貨成本或數量調整應經權責主管核准，且需即時及正確的記錄於適當之會計期間。」。由倉管單位以人工方式、採預防性控制取向、屬（類型未填）類型，依每月執行下列控制活動：庫存差異數量調整應經權責主管核准，且調整數量應與原始核准文件相符，以確認數量之調整與實際庫存狀態達成一致。。控制執行時使用之 IUC／制度為「ERP系統」。投入（Inputs）：ERP系統。覆核／執行步驟（Specific activities）：庫存差異數量調整應經權責主管核准，且調整數量應與原始核准文件相符，以確認數量之調整與實際庫存狀態達成一致。。產出（Outputs）：倉管單位自行月盤點資料。,[生產循環｜流程管理] 存貨成本或數量調整應經權責主管核准，且需即時及正確的記錄於適當之會計期間。：庫存差異數量調整應經權責主管核准，且調整數量應與原始核准文件相符，以確認數量之調整與實際庫存狀態達成一致。（頻率：每月；負責：倉管單位；IUC：ERP系統）,CO106-28,RCM;生產循環;累積範本;去識別範本,2026-08-26 16:28:13
PL-CO106-29,存貨是可銷售的或可使用的，並有適當之保全。,生產循環,CO-106,倉儲管理作業,採購,採購,物品／原物料請採購品質控管不充足,營運面,,[營運] 物品／原物料請採購品質控管不充足,,,,,存貨是可銷售的或可使用的，並有適當之保全。,存貨於領用、異動及盤點時發現損壞、變質無法出售或過時陳舊，應及時通報權責人員進行後續處理。,不定期,倉管單位,,,"1. 物料管制作業辦法
2. 倉儲管理程序",,,,,,,,,人工,預防性 (Preventive),,,,,,,就公司現行生產循環作業，為因應「採購」風險——物品／原物料請採購品質控管不充足（風險三大屬性—財務報導：（未填）；營運：[營運] 物品／原物料請採購品質控管不充足；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：（重大科目未填）／（聲明未填）），設計控制目標為「存貨是可銷售的或可使用的，並有適當之保全。」。由倉管單位以人工方式、採預防性控制取向、屬（類型未填）類型，依不定期執行下列控制活動：存貨於領用、異動及盤點時發現損壞、變質無法出售或過時陳舊，應及時通報權責人員進行後續處理。。控制執行時使用之 IUC／制度為「（未指定 IUC／制度）」。投入（Inputs）：（請補充投入資訊）。覆核／執行步驟（Specific activities）：存貨於領用、異動及盤點時發現損壞、變質無法出售或過時陳舊，應及時通報權責人員進行後續處理。。產出（Outputs）：（請補充控制產出／留存軌跡）。,[生產循環｜採購] 存貨是可銷售的或可使用的，並有適當之保全。：存貨於領用、異動及盤點時發現損壞、變質無法出售或過時陳舊，應及時通報權責人員進行後續處理。（頻率：不定期；負責：倉管單位；IUC：—）,CO106-29,RCM;生產循環;累積範本;去識別範本,2026-08-26 16:28:13
PL-CO107-1,準確執行品管控制,生產循環,CO-107,品質管制作業,採購,採購,物品／原物料請採購品質控管不充足,營運面,,[營運] 物品／原物料請採購品質控管不充足,,,,,準確執行品管控制,應確實依原物料規格加以檢驗後始得投入產線。,每日多筆,"1. 倉管單位
2. 品保單位","1. MES系統
2. ERP系統","1. MES系統
2. ERP系統","1. 檢驗與測試程序
2. 不合格品管制作業程序
3. 抽樣計劃作業規範
4. 矯正與預防措施管制程序
5. MRB物料審查作業程序",,"1. 進貨單
2. 檢驗合格之原物料標示照片
3. IQC檢驗報告
4. 進料檢驗紀錄表
5. 物料鑑審單
6. 進貨待驗明細表及系統發送Mail",,,,,,,人工,預防性 (Preventive),,,,"1. 進貨單
2. 檢驗合格之原物料標示照片
3. IQC檢驗報告
4. 進料檢驗紀錄表
5. 物料鑑審單
6. 進貨待驗明細表及系統發送Mail",,,"就公司現行生產循環作業，為因應「採購」風險——物品／原物料請採購品質控管不充足（風險三大屬性—財務報導：（未填）；營運：[營運] 物品／原物料請採購品質控管不充足；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：（重大科目未填）／（聲明未填）），設計控制目標為「準確執行品管控制」。由1. 倉管單位
2. 品保單位以人工方式、採預防性控制取向、屬（類型未填）類型，依每日多筆執行下列控制活動：應確實依原物料規格加以檢驗後始得投入產線。。控制執行時使用之 IUC／制度為「1. MES系統
2. ERP系統」。投入（Inputs）：1. MES系統
2. ERP系統。覆核／執行步驟（Specific activities）：應確實依原物料規格加以檢驗後始得投入產線。。產出（Outputs）：1. 進貨單
2. 檢驗合格之原物料標示照片
3. IQC檢驗報告
4. 進料檢驗紀錄表
5. 物料鑑審單
6. 進貨待驗明細表及系統發送Mail。","[生產循環｜採購] 準確執行品管控制：應確實依原物料規格加以檢驗後始得投入產線。（頻率：每日多筆；負責：1. 倉管單位
2. 品保單位；IUC：1. MES系統
2. ERP系統）",CO107-1,RCM;生產循環;累積範本;去識別範本,2026-08-26 16:28:13
PL-CO107-2,準確執行品管控制,生產循環,CO-107,品質管制作業,製造／生產,製造／生產,無效率的倉庫／存貨管理流程,營運面,,[營運] 無效率的倉庫／存貨管理流程,,,,,準確執行品管控制,不良品退料應皆經品管人員完成檢驗後始退回至庫房。,不定期,Refer o CO107-1,Refer o CO107-1,Refer o CO107-1,Refer o CO107-1,Refer o CO107-1,Refer o CO107-1,,,,,,,人工,預防性 (Preventive),,,,Refer o CO107-1,,,就公司現行生產循環作業，為因應「製造／生產」風險——無效率的倉庫／存貨管理流程（風險三大屬性—財務報導：（未填）；營運：[營運] 無效率的倉庫／存貨管理流程；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：（重大科目未填）／（聲明未填）），設計控制目標為「準確執行品管控制」。由Refer o CO107-1以人工方式、採預防性控制取向、屬（類型未填）類型，依不定期執行下列控制活動：不良品退料應皆經品管人員完成檢驗後始退回至庫房。。控制執行時使用之 IUC／制度為「Refer o CO107-1」。投入（Inputs）：Refer o CO107-1。覆核／執行步驟（Specific activities）：不良品退料應皆經品管人員完成檢驗後始退回至庫房。。產出（Outputs）：Refer o CO107-1。,[生產循環｜製造／生產] 準確執行品管控制：不良品退料應皆經品管人員完成檢驗後始退回至庫房。（頻率：不定期；負責：Refer o CO107-1；IUC：Refer o CO107-1）,CO107-2,RCM;生產循環;累積範本;去識別範本,2026-08-26 16:28:13
PL-CO107-3,準確執行品管控制,生產循環,CO-107,品質管制作業,製造／生產,製造／生產,不適當的品質控制方式,營運面,,[營運] 不適當的品質控制方式,,,,,準確執行品管控制,品管人員應確實將品質檢查結果正確記錄於相關系統或記錄表中並經權責主管核准，並且需依相關規定蓋印檢驗日期。,每日多筆,"1. 倉管單位
2. 品保單位",ERP系統,ERP系統,"1. 檢驗與測試程序
2. 不合格品管制作業程序
3. 抽樣計劃作業規範
4. 矯正與預防措施管制程序
5. MRB物料審查作業程序",,"1. 檢驗紀錄表
2. 途程單",,,,,,,人工,預防性 (Preventive),,,,"1. 檢驗紀錄表
2. 途程單",,,"就公司現行生產循環作業，為因應「製造／生產」風險——不適當的品質控制方式（風險三大屬性—財務報導：（未填）；營運：[營運] 不適當的品質控制方式；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：（重大科目未填）／（聲明未填）），設計控制目標為「準確執行品管控制」。由1. 倉管單位
2. 品保單位以人工方式、採預防性控制取向、屬（類型未填）類型，依每日多筆執行下列控制活動：品管人員應確實將品質檢查結果正確記錄於相關系統或記錄表中並經權責主管核准，並且需依相關規定蓋印檢驗日期。。控制執行時使用之 IUC／制度為「ERP系統」。投入（Inputs）：ERP系統。覆核／執行步驟（Specific activities）：品管人員應確實將品質檢查結果正確記錄於相關系統或記錄表中並經權責主管核准，並且需依相關規定蓋印檢驗日期。。產出（Outputs）：1. 檢驗紀錄表
2. 途程單。","[生產循環｜製造／生產] 準確執行品管控制：品管人員應確實將品質檢查結果正確記錄於相關系統或記錄表中並經權責主管核准，並且需依相關規定蓋印檢驗日期。（頻率：每日多筆；負責：1. 倉管單位
2. 品保單位；IUC：ERP系統）",CO107-3,RCM;生產循環;累積範本;去識別範本,2026-08-26 16:28:13
PL-CO107-4,準確執行品管控制,生產循環,CO-107,品質管制作業,製造／生產,製造／生產,不適當的品質控制方式,營運面,,[營運] 不適當的品質控制方式,,,,,準確執行品管控制,部門管理人員應依規定抽驗操作人員工作執行情形並留下檢驗紀錄。品質系統稽核小組負責人可因應廠內有關製程加強、品質表現及特別要求的重點調整稽核排程，以確認執行成效，且稽核排程必須即時更新，以符合實際作業。稽核結果之產出需提交高階管理者審視。,不定期,品保單位,QS針對產線人員之稽核／品檢紀錄,,"1. 檢驗與測試程序
2. 不合格品管制作業程序
3. 抽樣計劃作業規範
4. 矯正與預防措施管制程序
5. MRB物料審查作業程序",,QS針對產線人員之稽核／品檢紀錄,,,,,,,人工,預防性 (Preventive),,,,QS針對產線人員之稽核／品檢紀錄,,,就公司現行生產循環作業，為因應「製造／生產」風險——不適當的品質控制方式（風險三大屬性—財務報導：（未填）；營運：[營運] 不適當的品質控制方式；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：（重大科目未填）／（聲明未填）），設計控制目標為「準確執行品管控制」。由品保單位以人工方式、採預防性控制取向、屬（類型未填）類型，依不定期執行下列控制活動：部門管理人員應依規定抽驗操作人員工作執行情形並留下檢驗紀錄。品質系統稽核小組負責人可因應廠內有關製程加強、品質表現及特別要求的重點調整稽核排程，以確認執行成效，且稽核排程必須即時更新，以符合實際作業。稽核結果之產出需提交高階管理者審視。。控制執行時使用之 IUC／制度為「QS針對產線人員之稽核／品檢紀錄」。投入（Inputs）：QS針對產線人員之稽核／品檢紀錄。覆核／執行步驟（Specific activities）：部門管理人員應依規定抽驗操作人員工作執行情形並留下檢驗紀錄。品質系統稽核小組負責人可因應廠內有關製程加強、品質表現及特別要求的重點調整稽核排程，以確認執行成效，且稽核排程必須即時更新，以符合實際作業。稽核結果之產出需提交高階管理者審視。。產出（Outputs）：QS針對產線人員之稽核／品檢紀錄。,[生產循環｜製造／生產] 準確執行品管控制：部門管理人員應依規定抽驗操作人員工作執行情形並留下檢驗紀錄。品質系統稽核小組負責人可因應廠內有關製程加強、品質表現及特別要求的重點調整稽核排程，以確認執行成效，且稽核排程必須即時更新，以符合實際作業。稽核結果之產出需提交高階管理者審視。（頻率：不定期；負責：品保單位；IUC：QS針對產線人員之稽核／品檢紀錄）,CO107-4,RCM;生產循環;累積範本;去識別範本,2026-08-26 16:28:13
PL-CO107-5,準確執行品管控制,生產循環,CO-107,品質管制作業,製造／生產,製造／生產,不適當的品質控制方式,營運面,,[營運] 不適當的品質控制方式,,,,,準確執行品管控制,產品規格超過公司規範可容許限度趨勢時，應立即停止生產並執行改善作業。,不定期,品保單位,,,檢驗與測試程序,,,,,,,,,人工,預防性 (Preventive),,,,,,,就公司現行生產循環作業，為因應「製造／生產」風險——不適當的品質控制方式（風險三大屬性—財務報導：（未填）；營運：[營運] 不適當的品質控制方式；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：（重大科目未填）／（聲明未填）），設計控制目標為「準確執行品管控制」。由品保單位以人工方式、採預防性控制取向、屬（類型未填）類型，依不定期執行下列控制活動：產品規格超過公司規範可容許限度趨勢時，應立即停止生產並執行改善作業。。控制執行時使用之 IUC／制度為「（未指定 IUC／制度）」。投入（Inputs）：（請補充投入資訊）。覆核／執行步驟（Specific activities）：產品規格超過公司規範可容許限度趨勢時，應立即停止生產並執行改善作業。。產出（Outputs）：（請補充控制產出／留存軌跡）。,[生產循環｜製造／生產] 準確執行品管控制：產品規格超過公司規範可容許限度趨勢時，應立即停止生產並執行改善作業。（頻率：不定期；負責：品保單位；IUC：—）,CO107-5,RCM;生產循環;累積範本;去識別範本,2026-08-26 16:28:13
PL-CO107-6,準確執行品管控制,生產循環,CO-107,品質管制作業,製造／生產,製造／生產,不適當的品質控制方式,營運面,,[營運] 不適當的品質控制方式,,,,,準確執行品管控制,品檢人員應定期依照量具儀器校正程序規範定期執行校正並留下校正紀錄作為產品檢驗異常之追蹤依據。,不定期,品保單位,"1. 儀器履歷表
2. 儀器校驗紀錄表",,量測儀器管理程序,,"1. 儀器履歷表
2. 儀器校驗紀錄表",,,,,,,人工,預防性 (Preventive),,,,"1. 儀器履歷表
2. 儀器校驗紀錄表",,,"就公司現行生產循環作業，為因應「製造／生產」風險——不適當的品質控制方式（風險三大屬性—財務報導：（未填）；營運：[營運] 不適當的品質控制方式；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：（重大科目未填）／（聲明未填）），設計控制目標為「準確執行品管控制」。由品保單位以人工方式、採預防性控制取向、屬（類型未填）類型，依不定期執行下列控制活動：品檢人員應定期依照量具儀器校正程序規範定期執行校正並留下校正紀錄作為產品檢驗異常之追蹤依據。。控制執行時使用之 IUC／制度為「1. 儀器履歷表
2. 儀器校驗紀錄表」。投入（Inputs）：1. 儀器履歷表
2. 儀器校驗紀錄表。覆核／執行步驟（Specific activities）：品檢人員應定期依照量具儀器校正程序規範定期執行校正並留下校正紀錄作為產品檢驗異常之追蹤依據。。產出（Outputs）：1. 儀器履歷表
2. 儀器校驗紀錄表。","[生產循環｜製造／生產] 準確執行品管控制：品檢人員應定期依照量具儀器校正程序規範定期執行校正並留下校正紀錄作為產品檢驗異常之追蹤依據。（頻率：不定期；負責：品保單位；IUC：1. 儀器履歷表
2. 儀器校驗紀錄表）",CO107-6,RCM;生產循環;累積範本;去識別範本,2026-08-26 16:28:13
PL-CO107-7,準確執行品管控制,生產循環,CO-107,品質管制作業,製造／生產,製造／生產,不適當的品質控制方式,營運面,,[營運] 不適當的品質控制方式,,,,,準確執行品管控制,在製品抽驗不合格者，應協調相關單位判斷或分析不良原因，並依分析結果調整製程設備或執行相關改善措施並將執行過程留下紀錄。,不定期,品保單位,"1. 廠內品質異常處理單
2. 物料鑑審單",,"1. 檢驗與測試程序
2. 不合格品管制作業程序
3. 抽樣計劃作業規範
4. 矯正與預防措施管制程序
5. MRB物料審查作業程序",,"1. 廠內品質異常處理單
2. 物料鑑審單",,,,,,,人工,預防性 (Preventive),,,,"1. 廠內品質異常處理單
2. 物料鑑審單",,,"就公司現行生產循環作業，為因應「製造／生產」風險——不適當的品質控制方式（風險三大屬性—財務報導：（未填）；營運：[營運] 不適當的品質控制方式；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：（重大科目未填）／（聲明未填）），設計控制目標為「準確執行品管控制」。由品保單位以人工方式、採預防性控制取向、屬（類型未填）類型，依不定期執行下列控制活動：在製品抽驗不合格者，應協調相關單位判斷或分析不良原因，並依分析結果調整製程設備或執行相關改善措施並將執行過程留下紀錄。。控制執行時使用之 IUC／制度為「1. 廠內品質異常處理單
2. 物料鑑審單」。投入（Inputs）：1. 廠內品質異常處理單
2. 物料鑑審單。覆核／執行步驟（Specific activities）：在製品抽驗不合格者，應協調相關單位判斷或分析不良原因，並依分析結果調整製程設備或執行相關改善措施並將執行過程留下紀錄。。產出（Outputs）：1. 廠內品質異常處理單
2. 物料鑑審單。","[生產循環｜製造／生產] 準確執行品管控制：在製品抽驗不合格者，應協調相關單位判斷或分析不良原因，並依分析結果調整製程設備或執行相關改善措施並將執行過程留下紀錄。（頻率：不定期；負責：品保單位；IUC：1. 廠內品質異常處理單
2. 物料鑑審單）",CO107-7,RCM;生產循環;累積範本;去識別範本,2026-08-26 16:28:13
PL-CO107-8,準確執行品管控制,生產循環,CO-107,品質管制作業,製造／生產,製造／生產,無效率的倉庫／存貨管理流程,營運面,,[營運] 無效率的倉庫／存貨管理流程,,,,,準確執行品管控制,不合格品應依退庫程序退回倉庫處理，若造成遺失，應立即處理，並追究相關單位責任。,不定期,品保單位,廠內品質異常處理單,,"1. 製程稽核
2. 製程管制
3. 抽樣檢驗標準
4. 出貨品質管制程序",,廠內品質異常處理單,,,,,,,人工,預防性 (Preventive),,,,廠內品質異常處理單,,,就公司現行生產循環作業，為因應「製造／生產」風險——無效率的倉庫／存貨管理流程（風險三大屬性—財務報導：（未填）；營運：[營運] 無效率的倉庫／存貨管理流程；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：（重大科目未填）／（聲明未填）），設計控制目標為「準確執行品管控制」。由品保單位以人工方式、採預防性控制取向、屬（類型未填）類型，依不定期執行下列控制活動：不合格品應依退庫程序退回倉庫處理，若造成遺失，應立即處理，並追究相關單位責任。。控制執行時使用之 IUC／制度為「廠內品質異常處理單」。投入（Inputs）：廠內品質異常處理單。覆核／執行步驟（Specific activities）：不合格品應依退庫程序退回倉庫處理，若造成遺失，應立即處理，並追究相關單位責任。。產出（Outputs）：廠內品質異常處理單。,[生產循環｜製造／生產] 準確執行品管控制：不合格品應依退庫程序退回倉庫處理，若造成遺失，應立即處理，並追究相關單位責任。（頻率：不定期；負責：品保單位；IUC：廠內品質異常處理單）,CO107-8,RCM;生產循環;累積範本;去識別範本,2026-08-26 16:28:13
PL-CO108-1,依據規範執行報廢程序,生產循環,CO-108,下腳料及廢棄物管理（含存貨報廢）作業,減少廢料與閉路式生產,減少廢料與閉路式生產,廢料處理／回收／報廢不適當,營運面,,[營運] 廢料處理／回收／報廢不適當,,,,,依據規範執行報廢程序,庫存品超過一年沒有領料、無料號者、或者品質有瑕疵需處置時，應經檢驗員檢查認可且填具相關處置單據後，呈相關權責主管核准後始得執行相關程序。,每半年,"1. 倉管單位
2. 財務單位
3. 職安單位","1. MES系統
2. ERP系統","1. MES系統
2. ERP系統",報廢作業管理辦法,,"1. 待報廢明細表
2. 寄予相關單位確認報廢明細之Mail
3. 報廢簽呈
4. 報廢除帳單（INVI05）
5. 財務單位通知可除帳之Mail
6. 倉管通知職安進行清運之Mail",,,,,,,人工,預防性 (Preventive),,,,"1. 待報廢明細表
2. 寄予相關單位確認報廢明細之Mail
3. 報廢簽呈
4. 報廢除帳單（INVI05）
5. 財務單位通知可除帳之Mail
6. 倉管通知職安進行清運之Mail",,,"就公司現行生產循環作業，為因應「減少廢料與閉路式生產」風險——廢料處理／回收／報廢不適當（風險三大屬性—財務報導：（未填）；營運：[營運] 廢料處理／回收／報廢不適當；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：（重大科目未填）／（聲明未填）），設計控制目標為「依據規範執行報廢程序」。由1. 倉管單位
2. 財務單位
3. 職安單位以人工方式、採預防性控制取向、屬（類型未填）類型，依每半年執行下列控制活動：庫存品超過一年沒有領料、無料號者、或者品質有瑕疵需處置時，應經檢驗員檢查認可且填具相關處置單據後，呈相關權責主管核准後始得執行相關程序。。控制執行時使用之 IUC／制度為「1. MES系統
2. ERP系統」。投入（Inputs）：1. MES系統
2. ERP系統。覆核／執行步驟（Specific activities）：庫存品超過一年沒有領料、無料號者、或者品質有瑕疵需處置時，應經檢驗員檢查認可且填具相關處置單據後，呈相關權責主管核准後始得執行相關程序。。產出（Outputs）：1. 待報廢明細表
2. 寄予相關單位確認報廢明細之Mail
3. 報廢簽呈
4. 報廢除帳單（INVI05）
5. 財務單位通知可除帳之Mail
6. 倉管通知職安進行清運之Mail。","[生產循環｜減少廢料與閉路式生產] 依據規範執行報廢程序：庫存品超過一年沒有領料、無料號者、或者品質有瑕疵需處置時，應經檢驗員檢查認可且填具相關處置單據後，呈相關權責主管核准後始得執行相關程序。（頻率：每半年；負責：1. 倉管單位
2. 財務單位
3. 職安單位；IUC：1. MES系統
2. ERP系統）",CO108-1,RCM;生產循環;累積範本;去識別範本,2026-08-26 16:28:13
PL-CO108-2,依據規範執行報廢程序,生產循環,CO-108,下腳料及廢棄物管理（含存貨報廢）作業,製造／生產,製造／生產,無效率的倉庫／存貨管理流程,營運面,,[營運] 無效率的倉庫／存貨管理流程,,,,,依據規範執行報廢程序,待報廢存貨、下腳料及廢棄物應儲存於專屬區域，並定期巡檢。,每日,職安單位,"1. 廢棄物貯存區域及標示照片
2. 廢棄物暫存區檢查表",,廢棄物管理辦法,廢棄物清理法,"1. 廢棄物貯存區域及標示照片
2. 廢棄物暫存區檢查表",,,,,,,人工,預防性 (Preventive),,,,"1. 廢棄物貯存區域及標示照片
2. 廢棄物暫存區檢查表",,,"就公司現行生產循環作業，為因應「製造／生產」風險——無效率的倉庫／存貨管理流程（風險三大屬性—財務報導：（未填）；營運：[營運] 無效率的倉庫／存貨管理流程；法令遵循：（未填）；RoMM：（RoMM 分類未填）；重大科目／聲明：（重大科目未填）／（聲明未填）），設計控制目標為「依據規範執行報廢程序」。由職安單位以人工方式、採預防性控制取向、屬（類型未填）類型，依每日執行下列控制活動：待報廢存貨、下腳料及廢棄物應儲存於專屬區域，並定期巡檢。。控制執行時使用之 IUC／制度為「1. 廢棄物貯存區域及標示照片
2. 廢棄物暫存區檢查表」。投入（Inputs）：1. 廢棄物貯存區域及標示照片
2. 廢棄物暫存區檢查表。覆核／執行步驟（Specific activities）：待報廢存貨、下腳料及廢棄物應儲存於專屬區域，並定期巡檢。。產出（Outputs）：1. 廢棄物貯存區域及標示照片
2. 廢棄物暫存區檢查表。","[生產循環｜製造／生產] 依據規範執行報廢程序：待報廢存貨、下腳料及廢棄物應儲存於專屬區域，並定期巡檢。（頻率：每日；負責：職安單位；IUC：1. 廢棄物貯存區域及標示照片
2. 廢棄物暫存區檢查表）",CO108-2,RCM;生產循環;累積範本;去識別範本,2026-08-26 16:28:13
